Mã khách hàng,Lãi suất khoản vay (%),Tỷ lệ khoản vay trên thu nhập,Tỷ lệ tổng nợ trên thu nhập,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Số tiền vay đề nghị (VND),Mục đích khoản vay,"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)",predicted,prob_vỡ_nợ,correct
CUST_15735,18.39,0.0506756756756756,0.2558649937810732,3858731480.0,3,0,195543825.0,3,1,0,0.0878377776718747,0
CUST_13839,15.01,0.025297619047619,0.200336237374276,2190090840.0,3,0,55404083.75,2,1,0,0.172318309490721,0
CUST_30532,13.24,0.0635614766602257,0.119186950706572,3076451889.96,2,0,195543825.0,1,1,0,0.1552524645363025,0
CUST_01900,10.59,0.0625,0.2918068824007565,834320320.0,2,1,52145020.0,2,1,0,0.386217169661783,0
CUST_02818,12.68,0.0612244897959183,0.1169036778189187,1277552990.0,2,0,78217530.0,4,1,0,0.3281853729812227,0
CUST_19328,14.59,0.0297619047619047,0.153307529936356,2190090840.0,2,1,65181274.99999999,4,1,0,0.1784488727561553,0
CUST_04090,7.14,0.0454545454545454,0.1238442776739988,2294380880.0,2,1,104290040.0,1,1,0,0.1910060218887365,0
CUST_27053,14.84,0.0470588235294117,0.1786656825607425,886465340.0,2,0,41716016.0,4,1,0,0.3655061671000588,0
CUST_14710,9.33,0.0323529411764705,0.2468961038002383,2216163350.0,3,1,71699402.5,5,1,0,0.1794362330493419,0
CUST_06972,16.49,0.0631578947368421,0.3071723964918388,2476888450.0,2,1,156435060.0,3,1,0,0.2029136981504104,0
CUST_15887,16.95,0.0397120873665922,0.1849739238016433,5252307139.5,3,1,208580080.0,5,1,0,0.0312129268761634,0
CUST_26716,11.49,0.0454545454545454,0.1488519605805025,1147190440.0,2,1,52145020.0,5,1,0,0.3270092210249328,0
CUST_14854,8.49,0.06,0.1966432240095912,782175300.0,2,1,46930518.0,5,1,0,0.391081751253847,0
CUST_16672,11.49,0.042031103016232,0.1344332067364743,1302660817.13,3,1,54752271.0,5,1,0,0.3017681266435009,0
CUST_20315,7.51,0.0408163265306122,0.1491714705271872,2555105980.0,2,1,104290040.0,2,1,0,0.159909071775269,0
CUST_17021,18.64,0.0547885163269778,0.3113556303882343,1189688631.3,2,0,65181274.99999999,4,1,0,0.3317385877486644,0
CUST_19047,14.59,0.0277777777777777,0.2578808215354417,1877220720.0,2,0,52145020.0,3,1,0,0.2100018277107383,0
CUST_02854,8.9,0.0543872371283538,0.1090938297393974,1438159651.6,2,1,78217530.0,2,1,0,0.2996213744362332,0
CUST_02829,14.42,0.0598086124401913,0.2143870770158111,1307797101.6,2,1,78217530.0,3,1,0,0.3226997484314491,0
CUST_01457,15.99,0.037037037037037,0.3035450907990176,703957770.0,3,0,26072510.0,1,1,0,0.3849522133178161,0
CUST_19293,16.29,0.03125,0.1441971491906314,834320320.0,3,0,26072510.0,3,1,0,0.3597867352144627,0
CUST_27784,14.26,0.0184615384615384,0.2674370481060124,5084139450.0,3,1,93861036.0,4,1,0,0.0220169147972946,0
CUST_08761,5.42,0.0277777777777777,0.1470724753161724,1407915540.0,3,1,39108765.0,3,1,0,0.2701846784777951,0
CUST_05675,10.99,0.0375037503750375,0.1436975708724651,1042796109.96,3,0,39108765.0,3,1,0,0.3335851850903855,0
CUST_14641,13.22,0.0510204081632653,0.2968964833993734,2555105980.0,3,0,130362550.0,0,1,0,0.1756855632508784,0
CUST_29455,14.74,0.044776119402985,0.1154805963528671,873429085.0,2,1,39108765.0,1,1,0,0.3653823487699622,0
CUST_02557,14.27,0.0606060606060606,0.2698125669268797,860392830.0,3,1,52145020.0,1,1,0,0.3811232875651484,0
CUST_20023,10.99,0.0436691816880564,0.2240371370130826,2149365579.38,2,1,93861036.0,0,1,0,0.202799194368961,0
CUST_29520,17.27,0.0615384615384615,0.1115397923160658,847356575.0,2,1,52145020.0,4,1,0,0.3836670372960025,0
CUST_02826,10.99,0.06,0.3480131988828308,1303625500.0,2,1,78217530.0,5,1,0,0.3234535333013993,0
CUST_27732,14.42,0.0146341463414634,0.1010765693554897,4275891640.0,3,1,62574023.99999999,3,1,0,0.0369143136943236,0
CUST_10533,18.39,0.0641025641025641,0.1510042256575508,1626924624.0,1,0,104290040.0,0,1,0,0.2906940201490708,0
