Mã khách hàng,Lãi suất khoản vay (%),Tỷ lệ khoản vay trên thu nhập,Tỷ lệ tổng nợ trên thu nhập,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Số tiền vay đề nghị (VND),Mục đích khoản vay,"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)",predicted,prob_vỡ_nợ,correct
CUST_13219,8.9,0.3888888888888889,0.4723290921269889,2346525900.0,1,1,912537850.0,5,0,1,0.8826673063494408,0
CUST_04479,10.99,0.392156862745098,0.5405100070082397,1063758408.0,3,1,417160160.0,2,0,1,0.7170489720439397,0
CUST_22129,10.91,0.3557692307692308,0.5461542763836805,1355770520.0,3,1,482341435.0,0,0,1,0.7253632454277079,0
CUST_28490,10.99,0.5106481481481482,0.6382195619650188,1407915540.0,3,1,718949463.25,1,0,1,0.8758881445921401,0
CUST_09339,10.59,0.4092992796332678,0.515066967323724,1592508910.8,3,1,651812750.0,4,0,1,0.8191262612034645,0
CUST_17794,13.79,0.3809523809523809,0.6483224470684381,547522710.0,1,1,208580080.0,4,0,1,0.6111170362741958,0
CUST_03711,10.99,0.4947368421052631,0.5643708303317568,990755380.0,3,1,490163187.9999999,4,0,1,0.7869643389667399,0
CUST_01203,7.88,0.46,0.6100479955671542,651812750.0,1,1,299833865.0,4,0,1,0.6816820627337525,0
CUST_28303,6.62,0.3636363636363636,0.5514508170258583,1433988050.0,3,1,521450199.9999999,4,0,1,0.745768616054583,0
CUST_06879,13.3,0.4,0.6906295254545525,1303625500.0,3,1,521450199.9999999,0,0,1,0.7656446678807157,0
CUST_32418,10.99,0.1923076923076923,0.3707692557690472,1355770520.0,3,1,260725100.0,0,0,1,0.5025776121542204,0
CUST_03935,7.29,0.3548256285482563,0.5406528890793906,1028716954.56,1,1,365015140.0,2,0,1,0.675403061020876,0
CUST_30483,7.49,0.405040504050405,0.4912253834215947,1448327930.5,3,1,586631475.0,1,0,1,0.7936295517791734,0
CUST_02695,15.31,0.3846153846153846,0.6294247475153975,881250838.0,1,0,338942630.0,2,0,1,0.677327588122662,0
CUST_06090,7.88,0.1966666666666666,0.4505821094059763,782175300.0,2,1,153827809.0,2,0,1,0.5051827295029001,0
CUST_00453,16.49,0.1934235976789168,0.3203830562076686,3235077040.8,2,0,625740240.0,0,0,1,0.5100624939069286,0
CUST_10815,10.99,0.3571428571428571,0.5187676370339486,1825075700.0,3,1,651812750.0,1,0,1,0.7888963891670786,0
CUST_29880,11.83,0.45,0.6764386357036366,1042900400.0,3,1,469305180.0,5,0,1,0.7637231000022088,0
CUST_14476,11.71,0.1944444444444444,0.3165142487452548,2815831080.0,3,1,547522710.0,1,0,1,0.5118733488234791,0
CUST_27910,9.91,0.48,0.6747717488605749,1042900400.0,3,1,500592191.9999999,3,0,1,0.7873221841034911,0
CUST_28294,10.99,0.3972278566599053,0.6328684695258494,1542449691.6,3,1,612703985.0,0,0,1,0.7993483486291851,0
CUST_04734,11.11,0.5297619047619048,0.6973830312117149,1095045420.0,3,1,580113347.5,3,0,1,0.8334910019861481,0
CUST_30818,11.86,0.3845917174327734,0.5193997196961848,1694817440.04,3,1,651812750.0,2,0,1,0.8062630742506601,0
CUST_18738,14.11,0.1942501942501942,0.4765980238714128,671106407.4,1,0,130362550.0,3,0,1,0.5026890102848139,0
CUST_05119,16.32,0.398878581359834,0.4905705790556149,1143879231.23,1,1,456268925.0,1,0,1,0.7375445417798597,0
CUST_11430,7.9,0.4243333333333333,0.5084596589196672,1955438250.0,3,1,829757630.75,2,0,1,0.8789083749687242,0
CUST_30904,10.65,0.4285714285714285,0.500833658264365,1825075700.0,3,1,782175300.0,4,0,1,0.8680159135202036,0
CUST_08819,10.99,0.1951219512195122,0.438095738907123,1068972910.0,2,1,208580080.0,4,0,1,0.5052931841991363,0
CUST_21270,10.74,0.3910663074650213,0.560227288539197,1200065490.28,3,1,469305180.0,3,0,1,0.7394952448804916,0
CUST_00329,16.02,0.1923076923076923,0.4282956320322685,3389426300.0,2,0,651812750.0,2,0,1,0.5064437306979097,0
CUST_22508,11.58,0.1936363636363636,0.4228695897689738,1433988050.0,3,1,277672231.5,4,0,1,0.5047915080878844,0
CUST_00831,10.74,0.1923076923076923,0.4624228170838331,2711541040.0,2,1,521450199.9999999,3,0,1,0.505155087305099,0
CUST_22889,10.99,0.3972278566599053,0.4986654041600215,1542449691.6,3,1,612703985.0,2,0,1,0.7993483486291851,0
CUST_01930,16.49,0.3541666666666667,0.5851165437419826,782175300.0,3,1,277020418.75,2,0,1,0.6352684507426594,0
CUST_06211,14.26,0.3489583333333333,0.6470336570381507,1251480480.0,3,0,436714542.5,1,0,1,0.70256779106707,0
CUST_28345,10.99,0.4375,0.584208754383132,2085800800.0,3,1,912537850.0,4,0,1,0.9032049102423948,0
CUST_28702,12.53,0.3942307692307692,0.6472960269184445,813462312.0,3,1,320691873.0,1,0,1,0.6722528696336489,0
CUST_06983,9.63,0.1970443349753694,0.3976563747310324,1323179882.5,3,1,260725100.0,5,0,1,0.5093083801355044,0
CUST_08816,7.66,0.1972386587771203,0.2957288085791597,1057501005.6,2,1,208580080.0,4,0,1,0.5076623829360727,0
CUST_14184,11.99,0.3482413810258196,0.6241885623685994,2620417617.55,1,1,912537850.0,1,0,1,0.8571279866050694,0
CUST_21236,7.9,0.391304347826087,0.4801781420968748,1199335460.0,3,1,469305180.0,5,0,1,0.7396114242053539,0
CUST_17235,12.99,0.3511904761904761,0.4255916677052943,1095045420.0,3,0,384569522.5,4,0,1,0.6819416894316386,0
CUST_08739,12.42,0.3879166666666667,0.6240956572982022,1564350600.0,3,1,606837670.25,3,0,1,0.792275326239771,0
CUST_21908,11.58,0.3999680025597952,0.5233139984356975,1303729790.04,3,1,521450199.9999999,3,0,1,0.7656292062763881,0
CUST_05463,7.88,0.4,0.5124491177245004,1173262950.0,3,1,469305180.0,2,0,1,0.7437386234223146,0
CUST_22824,8.88,0.1934523809523809,0.3132947230288322,1051243603.2,2,1,203365578.0,5,0,1,0.5033030168262907,0
CUST_20185,5.99,0.4102564102564102,0.671240088883063,1016827890.0,3,1,417160160.0,0,0,1,0.7248494529535064,0
CUST_10873,10.75,0.1964285714285714,0.2739898534186362,1825075700.0,3,1,358497012.5,4,0,1,0.5116203401674262,0
CUST_27517,8.38,0.1948051948051948,0.3762109951305001,2007583270.0,2,1,391087650.0,0,0,1,0.5092508533021926,0
CUST_08249,7.88,0.1973684210526315,0.2929956730450265,990755380.0,2,1,195543825.0,5,0,1,0.5073181602029598,0
CUST_31092,7.49,0.3703703703703703,0.5888629028450784,1971081756.0,3,1,730030280.0,3,0,1,0.8229986731235241,0
CUST_00658,6.91,0.3807979559748428,0.4509202106597301,530627723.52,1,1,202061952.5,4,0,1,0.6077125244139071,0
CUST_17477,12.99,0.3888888888888889,0.688158769545481,938610360.0,3,1,365015140.0,0,0,1,0.6915069671240874,0
CUST_07778,8.94,0.1944444444444444,0.2584376755477294,938610360.0,2,1,182507570.0,4,0,1,0.5039584444272668,0
CUST_27294,15.33,0.1923076923076923,0.4362348768415471,3389426300.0,3,0,651812750.0,0,0,1,0.5064437306979097,0
CUST_03746,9.63,0.4706620646375902,0.6528283031776307,997117072.44,3,1,469305180.0,3,0,1,0.770480846741574,0
CUST_01732,10.99,0.1909722222222222,0.350453914142746,750888288.0,3,0,143398805.0,3,0,1,0.5003406078716429,0
CUST_02834,12.42,0.3428571428571428,0.6294542719944528,912537850.0,3,1,312870120.0,3,0,1,0.6462551927107959,0
CUST_30860,9.99,0.4881656804733728,0.5991142893125097,1762501676.0,3,1,860392830.0,2,0,1,0.9067324117911676,0
CUST_20504,12.69,0.196078431372549,0.4615203086641395,1063758408.0,3,1,208580080.0,1,0,1,0.50637012858235,0
CUST_20310,6.03,0.35,0.5566384818590799,1042900400.0,3,1,365015140.0,1,0,1,0.6728286522944558,0
CUST_23269,10.65,0.195381188699152,0.4093541483141872,667221603.41,2,1,130362550.0,4,0,1,0.503491412494686,0
CUST_07770,6.03,0.1944444444444444,0.4357940893777975,938610360.0,2,1,182507570.0,5,0,1,0.5039584444272666,0
CUST_27132,8.49,0.1920122887864823,0.3110006263326422,3258855169.92,3,1,625740240.0,3,0,1,0.5051521339476469,0
CUST_04210,10.99,0.35,0.5632159650752022,1042900400.0,3,1,365015140.0,4,0,1,0.6728286522944562,0
CUST_11216,10.99,0.1947040498442367,0.4111871577659939,1339084113.6,2,1,260725100.0,2,0,1,0.5060240357115962,0
CUST_28338,6.03,0.35,0.5576483620146737,1042900400.0,3,1,365015140.0,0,0,1,0.6728286522944558,0
CUST_19888,14.27,0.3878116343490305,0.5788587965251929,941217611.0,3,1,365015140.0,0,0,1,0.6910472364569339,0
CUST_21318,13.49,0.425531914893617,0.6348743577833524,1225407970.0,3,1,521450199.9999999,5,0,1,0.7770409941714173,0
CUST_08899,13.06,0.3666666666666666,0.5021012118053914,1564350600.0,3,0,573595220.0,5,0,1,0.767555364584349,0
CUST_01324,7.91,0.1923076923076923,0.2600902702791567,677885260.0,3,1,130362550.0,5,0,1,0.5012888146401605,0
CUST_23177,12.18,0.4041666666666667,0.6685035093542138,1564350600.0,1,1,632258367.5,2,0,1,0.8098318240113213,0
CUST_19808,10.0,0.375,0.4591635647821352,938610360.0,3,1,351978885.0,1,0,1,0.6793202472380921,0
CUST_19743,10.65,0.1944444444444444,0.4126811909716937,938610360.0,3,1,182507570.0,1,0,1,0.5039584444272668,0
CUST_01630,12.53,0.4357142857142857,0.7298241167304729,730030280.0,1,1,318084622.0,4,0,1,0.6848219555884336,0
CUST_05922,11.83,0.4213009774182676,0.5648978649263543,1237714194.72,3,1,521450199.9999999,4,0,1,0.7752744894563276,0
CUST_16643,7.9,0.1935483870967742,0.4831226044467502,969897372.0,2,1,187722072.0,3,0,1,0.5031483651651001,0
CUST_10841,9.62,0.3571428571428571,0.5905799672681762,1825075700.0,3,1,651812750.0,4,0,1,0.7888963891670785,0
CUST_02686,10.65,0.356718192627824,0.4122574705045492,877079236.4,3,1,312870120.0,4,0,1,0.652923686040747,0
CUST_27178,5.79,0.4166666666666667,0.6080583031725384,625740240.0,1,1,260725100.0,4,0,1,0.6487346104439706,0
CUST_12659,5.79,0.1935483870967742,0.3371911027918685,1616495620.0,2,1,312870120.0,3,0,1,0.5052471519898215,0
CUST_08702,10.99,0.4266666666666667,0.615864348361433,1564350600.0,3,1,667456256.0,2,0,1,0.8322325798057876,0
CUST_16456,7.9,0.3846153846153846,0.5788791998938706,847356575.0,3,1,325906375.0,2,0,1,0.6710631663287286,0
CUST_09911,10.99,0.1935483870967742,0.3491839210767498,1212371715.0,2,1,234652590.0,5,0,1,0.5039354271996213,0
CUST_29589,9.63,0.4643387815750371,0.5205046837961455,842246363.04,3,1,391087650.0,5,0,1,0.7310273375777022,0
CUST_20617,6.17,0.1944444444444444,0.4010584749311861,657027252.0,2,1,127755299.0,5,0,1,0.5027709406242024,0
CUST_05823,9.76,0.1909722222222222,0.4642896182593518,750888288.0,2,1,143398805.0,3,0,1,0.5003406078716428,0
CUST_11846,10.99,0.196078431372549,0.3517642784406523,1994547015.0,3,0,391087650.0,3,0,1,0.5119423656416745,0
CUST_29614,18.39,0.4464285714285714,0.6452929514097621,876036336.0,1,1,391087650.0,4,0,1,0.7255026069467038,0
CUST_01252,14.59,0.4302788844621514,0.5383707726791458,654420001.0,1,0,281583108.0,2,0,1,0.6637888040753405,0
CUST_03735,11.83,0.3541726788572028,0.4274828899532509,993805863.67,3,1,351978885.0,0,0,1,0.6693055057470761,0
CUST_14264,6.91,0.1941822983416831,0.3166972501846408,2685364239.96,3,1,521450199.9999999,4,0,1,0.5105606975597378,0
CUST_21122,12.87,0.4,0.4601601949433358,1173262950.0,3,1,469305180.0,5,0,1,0.7437386234223148,0
CUST_08707,14.27,0.5,0.6959910986778666,1564350600.0,3,1,782175300.0,2,0,1,0.8908007861335937,0
CUST_20508,7.51,0.3676470588235294,0.5701614812906638,1063758408.0,3,1,391087650.0,3,0,1,0.693561270049102,0
CUST_01905,10.99,0.4333333333333333,0.5690314393701995,782175300.0,3,1,338942630.0,4,0,1,0.694952580263419,0
CUST_13533,6.91,0.1923076923076923,0.4486806187418485,1694713150.0,2,1,325906375.0,2,0,1,0.5032219991372799,0
CUST_19661,13.11,0.3428571428571428,0.5410650680382083,912537850.0,3,0,312870120.0,5,0,1,0.6462551927107959,0
CUST_06183,10.99,0.3489583333333333,0.4442683994752018,1251480480.0,3,0,436714542.5,2,0,1,0.7025677910670698,0
CUST_17077,7.88,0.1911764705882352,0.2959754090467842,1772930680.0,3,1,338942630.0,4,0,1,0.5011967405611903,0
CUST_14034,13.11,0.1917808219178082,0.3191560679332401,1903293230.0,2,1,365015140.0,0,0,1,0.5025315760319693,0
CUST_07773,9.99,0.1944444444444444,0.4672785198075187,938610360.0,2,1,182507570.0,2,0,1,0.5039584444272668,0
CUST_17617,12.68,0.1956521739130435,0.2693349956592061,2398670920.0,3,1,469305180.0,2,0,1,0.5132533682583615,0
CUST_08248,5.79,0.1973684210526315,0.3124198294266999,990755380.0,2,1,195543825.0,0,0,1,0.5073181602029597,0
CUST_02471,13.98,0.4671150971599402,0.5530654219162481,837240441.12,3,1,391087650.0,0,0,1,0.7318398127634878,0
CUST_09675,13.87,0.3968253968253968,0.4481746910918058,1642568130.0,3,1,651812750.0,2,0,1,0.812917315355457,0
CUST_20148,7.88,0.4361979166666667,0.6444139515674098,1001184384.0,3,1,436714542.5,3,0,1,0.7439035198582616,0
CUST_20551,9.01,0.4390243902439024,0.6366488462826049,1068972910.0,3,1,469305180.0,1,0,1,0.7598138169390898,0
CUST_15551,10.0,0.1938786061420742,0.3886135646513652,2017177953.68,2,1,391087650.0,4,0,1,0.5072695487634017,0
CUST_05242,11.89,0.4484304932735426,0.6917111720335424,1162833946.0,3,1,521450199.9999999,5,0,1,0.7858695777127996,0
CUST_06531,17.27,0.456,0.5200425211929722,1303625500.0,3,1,594453228.0,0,0,1,0.8176364605286632,0
CUST_26757,12.18,0.5142857142857142,0.5959212390153779,730030280.0,1,1,375444144.0,5,0,1,0.7358925326147939,0
CUST_13535,11.48,0.1923076923076923,0.4671303956344032,1694713150.0,2,1,325906375.0,2,0,1,0.5032219991372803,0
CUST_21316,12.42,0.1914893617021276,0.3346234496517145,1225407970.0,3,1,234652590.0,1,0,1,0.5012427776112117,0
CUST_10695,8.9,0.3428571428571428,0.6155375079173832,1825075700.0,3,1,625740240.0,2,0,1,0.7694551740872592,0
CUST_30668,8.63,0.1966666666666666,0.3497995293557857,1564350600.0,1,1,307655618.0,0,0,1,0.5103643454321238,0
CUST_28497,10.99,0.400976290097629,0.670213575592052,1495519173.6,3,1,599667730.0,0,0,1,0.7964864478560097,0
CUST_03121,10.99,0.4084507042253521,0.5604717646813901,925574105.0,3,1,378051395.0,3,0,1,0.705674784707261,0
CUST_25049,10.99,0.4375,0.7148011724303818,2085800800.0,3,1,912537850.0,0,0,1,0.9032049102423948,0
CUST_17451,16.49,0.3472222222222222,0.5412723916035712,750888288.0,1,0,260725100.0,2,0,1,0.6248254420043654,0
CUST_26501,10.99,0.1923076923076923,0.3403358239783759,2711541040.0,3,1,521450199.9999999,0,0,1,0.505155087305099,0
CUST_03513,7.88,0.3513513513513513,0.4255639870838595,964682870.0,3,1,338942630.0,3,0,1,0.662081426523641,0
CUST_03187,6.62,0.4104166666666666,0.6048185033052794,938610360.0,3,1,385221335.25,1,0,1,0.7098769690709258,0
CUST_19524,8.94,0.3764705882352941,0.6426489681524753,886465340.0,3,1,333728128.0,3,0,1,0.6714166522406967,0
CUST_05821,12.53,0.1964566366623803,0.2672269113887476,729925989.9599999,2,1,143398805.0,5,0,1,0.5046703791924412,0
CUST_26466,11.36,0.192,0.2574894948782916,1955438250.0,2,1,375444144.0,2,0,1,0.5030655011817093,0
CUST_17185,10.65,0.3961965134706814,0.6496196325936558,1381947320.04,3,1,547522710.0,3,0,1,0.7742062973591467,0
CUST_28205,11.83,0.4166666666666667,0.5621489400950093,938610360.0,3,1,391087650.0,3,0,1,0.7150874432000102,0
CUST_19410,7.51,0.3636363636363636,0.5982579855186418,860392830.0,3,1,312870120.0,4,0,1,0.6560413432477686,0
CUST_30946,12.84,0.3571428571428571,0.5619615019315964,1825075700.0,3,0,651812750.0,0,0,1,0.7888963891670786,0
CUST_30843,10.62,0.358487184083169,0.5576433333823424,1745502399.48,3,1,625740240.0,4,0,1,0.7809109810905744,0
CUST_10102,12.73,0.1954652071931196,0.4092991476690092,1267176131.02,2,1,247688845.0,5,0,1,0.5067459382376918,0
CUST_19503,10.59,0.4926470588235294,0.6911448915500397,886465340.0,1,1,436714542.5,0,0,1,0.7615400033465204,0
CUST_27922,15.2,0.1969230769230769,0.3515820822744947,1694713150.0,2,1,333728128.0,0,0,1,0.5116985496880255,0
CUST_09318,7.29,0.1967213114754098,0.3526600772446254,1590423110.0,3,1,312870120.0,3,0,1,0.5106311987052526,0
CUST_16117,9.91,0.3740834954361813,0.4790705959500516,2090911011.96,1,1,782175300.0,0,0,1,0.840759261130881,0
CUST_13273,12.68,0.3888888888888889,0.5791380781093451,2346525900.0,3,0,912537850.0,2,0,1,0.882667306349441,0
CUST_18496,5.79,0.1956521739130435,0.4674673652728521,599667730.0,1,1,117326295.0,0,0,1,0.5033140698516386,0
CUST_04854,11.26,0.3571428571428571,0.5014996472932539,1095045420.0,3,1,391087650.0,5,0,1,0.688039905295602,0
CUST_23649,7.29,0.1956521739130435,0.2465430335866693,1199335460.0,2,1,234652590.0,4,0,1,0.5066278485270718,0
CUST_20803,7.51,0.3488372093023256,0.6362349829364478,1121117930.0,1,1,391087650.0,2,0,1,0.683397520775486,0
CUST_01774,10.62,0.6896551724137931,0.935957179265562,756102790.0,3,1,521450199.9999999,1,0,1,0.837025127628982,0
CUST_05355,15.58,0.1976744186046511,0.2932216345367507,1121117930.0,2,1,221616335.0,4,0,1,0.5086526737501676,0
CUST_03147,7.9,0.5138888888888888,0.6352051047279162,938610360.0,3,1,482341435.0,0,0,1,0.7884975051235983,0
CUST_09373,6.62,0.4878048780487805,0.5476044693194926,1603459365.0,3,1,782175300.0,4,0,1,0.8876176534665949,0
CUST_02805,12.69,0.1965317919075144,0.2538317475323385,902108846.0,3,1,177293068.0,2,0,1,0.5058454724692563,0
CUST_06476,11.71,0.4,0.5255546158796767,1303625500.0,1,1,521450199.9999999,1,0,1,0.7656446678807156,0
CUST_03401,7.49,0.1964285714285714,0.3801021286914777,1460060560.0,2,1,286797610.0,3,0,1,0.5092968747885148,0
CUST_16976,6.99,0.3623188405797101,0.6338706832608617,1799003190.0,3,1,651812750.0,4,0,1,0.7924616151890946,0
CUST_04046,9.91,0.45,0.6529147063772767,1042900400.0,3,1,469305180.0,2,0,1,0.7637231000022088,0
CUST_28343,6.17,0.4206730769230769,0.5140977534874728,1084616416.0,3,1,456268925.0,3,0,1,0.7469119148301637,0
CUST_07625,10.74,0.3703703703703703,0.5310709562017196,1407915540.0,1,1,521450199.9999999,4,0,1,0.7498312328390597,0
CUST_14222,7.9,0.3431372549019608,0.4286064835401313,2659396020.0,3,1,912537850.0,0,0,1,0.8531386333956232,0
CUST_10378,10.99,0.1940298507462686,0.3598113118505194,1746858170.0,1,0,338942630.0,4,0,1,0.5065818192363691,0
CUST_15351,5.99,0.3947368421052631,0.4997165589393087,594453228.0,1,1,234652590.0,5,0,1,0.6286158388499855,0
CUST_09289,12.21,0.1967342120794806,0.3197406481704057,1590318819.96,3,1,312870120.0,0,0,1,0.5106527307730738,0
CUST_18457,8.59,0.3623188405797101,0.6568213521966036,575681020.8,1,1,208580080.0,2,0,1,0.6055739183276854,0
CUST_02830,15.96,0.6444330132601738,0.8073523651494267,912329269.92,3,0,587935100.5,2,0,1,0.8575945593659969,0
CUST_22481,15.7,0.3863636363636363,0.6714034100355223,1433988050.0,1,0,554040837.5,2,0,1,0.771619994651236,0
CUST_16978,10.75,0.1964285714285714,0.2763125018877124,1825075700.0,3,1,358497012.5,4,0,1,0.5116203401674262,0
CUST_12170,10.99,0.4375,0.6946485785889991,2085800800.0,3,1,912537850.0,2,0,1,0.9032049102423948,0
CUST_28132,7.91,0.1984126984126984,0.3064157324801134,657027252.0,2,1,130362550.0,0,0,1,0.5055969489834696,0
CUST_01367,11.14,0.3845562221196739,0.5617866655046202,677989550.04,3,1,260725100.0,1,0,1,0.6388351318426502,0
CUST_20463,11.54,0.192,0.3227690977213218,651812750.0,2,0,125148048.0,5,0,1,0.5010218451081865,0
CUST_22762,12.72,0.3530415890751086,0.4860743323118855,1512101289.96,3,1,533834642.2499999,2,0,1,0.7437076679508644,0
CUST_27143,13.49,0.192,0.3852633424995969,3259063750.0,3,1,625740240.0,5,0,1,0.5051090548312511,0
CUST_07875,8.49,0.44,0.5734050493879632,1433988050.0,3,1,630954742.0,3,0,1,0.8250544336738581,0
CUST_07034,7.14,0.196078431372549,0.3023611995604932,1329698010.0,3,1,260725100.0,5,0,1,0.5079624183940709,0
CUST_02888,7.49,0.4285714285714285,0.6981110228544931,912537850.0,3,1,391087650.0,2,0,1,0.7194559090461139,0
CUST_24721,13.92,0.192,0.311943181914822,1955438250.0,3,1,375444144.0,3,0,1,0.5030655011817096,0
CUST_01631,11.14,0.3839285714285714,0.619709883427111,730030280.0,3,1,280279482.5,3,0,1,0.6484198708894512,0
CUST_28788,12.84,0.5971337579617835,0.8848939983225403,785929741.4399999,3,0,469305180.0,3,0,1,0.7998756104280176,0
CUST_29513,8.9,0.3458333333333333,0.4238669466470832,782175300.0,3,1,270502291.25,2,0,1,0.6286953529991113,0
CUST_30333,7.51,0.1937984496124031,0.3346371093003035,1345341516.0,3,1,260725100.0,0,0,1,0.5047316763723246,0
CUST_32200,15.62,0.3522485197175302,0.4160643948200782,1554364828.67,3,1,547522710.0,0,0,1,0.7483366217664915,0
CUST_04466,6.17,0.5147058823529411,0.6574301867341377,1063758408.0,1,1,547522710.0,5,0,1,0.8168444748277296,0
CUST_09894,5.99,0.1969230769230769,0.3786898602239847,1694713150.0,3,1,333728128.0,2,0,1,0.5116985496880249,0
CUST_22155,7.51,0.4545454545454545,0.6160920577975992,1376628528.0,3,1,625740240.0,1,0,1,0.8286027371356145,0
CUST_16560,10.0,0.1938786061420742,0.2655071201325081,2017177953.68,2,1,391087650.0,4,0,1,0.5072695487634017,0
CUST_29578,10.37,0.375,0.6093643787997671,834320320.0,3,1,312870120.0,3,0,1,0.6608858084534067,0
CUST_04967,12.69,0.5302325581395348,0.7901900071716985,1121117930.0,1,1,594453228.0,4,0,1,0.8390543067679705,0
CUST_26279,14.59,0.1917808219178082,0.379719278528449,1903293230.0,2,0,365015140.0,4,0,1,0.5025315760319694,0
CUST_02849,10.99,0.4,0.594015975306699,912537850.0,1,1,365015140.0,4,0,1,0.696083322683549,0
CUST_30192,10.59,0.1945525291828793,0.2546991233782887,804076208.4,2,1,156435060.0,5,0,1,0.5034852889183519,0
CUST_06462,7.9,0.373,0.6554889398229087,1303625500.0,3,1,486252311.4999999,4,0,1,0.7371609063936372,0
